user_id,evidence_category,primary_failure_type,why_repair_was_required,semantic_repair,formatting_only,raw_word_count,final_word_count,absolute_word_reduction,materially_compressed,operation_types
19878,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,101,83,18,False,remove_additional_negative_or_abstention_span
20005,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,113,80,33,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
20458,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,118,80,38,True,remove_additional_negative_or_abstention_span
20568,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,104,76,28,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
20569,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,103,77,26,True,remove_additional_negative_or_abstention_span
20891,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,122,85,37,True,format_malformed_abstention_leadin;remove_additional_negative_or_abstention_span
21057,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,121,68,53,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
21200,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,179,131,48,True,format_malformed_abstention_leadin;remove_additional_negative_or_abstention_span
21372,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,121,98,23,False,remove_additional_negative_or_abstention_span
21676,supported_negative,inappropriate_abstention_despite_supported_negative_genre,"Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Action', 'Adventure', 'Romance', 'Sci-Fi'].",True,False,139,102,37,True,abstention_to_supported_negative;remove_additional_negative_or_abstention_span
21745,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,131,96,35,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
22085,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,123,82,41,True,remove_additional_negative_or_abstention_span
22112,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,113,84,29,True,remove_additional_negative_or_abstention_span
22543,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,99,75,24,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
22601,supported_negative,inappropriate_abstention_despite_supported_negative_genre,"Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Action', 'Adventure', 'Crime', 'Horror', 'Sci-Fi', 'Thriller'].",True,False,118,84,34,True,abstention_to_supported_negative;remove_additional_negative_or_abstention_span
22756,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Adventure'].,True,False,150,79,71,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
22842,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,99,88,11,False,remove_additional_negative_or_abstention_span
23272,weak_or_ambiguous,formatting_only,Only deterministic prefix/placeholder/grammar normalization was needed.,False,True,78,79,-1,False,format_add_summary_prefix
23288,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,142,103,39,True,remove_additional_negative_or_abstention_span
23295,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,"Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Crime', 'Horror', 'Romance', 'Sci-Fi', 'Thriller'].",True,False,121,76,45,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
23305,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,131,76,55,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
23360,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,109,72,37,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
23420,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,125,78,47,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
23878,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,125,98,27,True,remove_additional_negative_or_abstention_span
23913,weak_or_ambiguous,unsupported_negative_claim_neutralized_no_supported_genre,Raw V2 asserted a negative preference although deterministic evidence was weak_or_ambiguous and supported no negative genre.,True,False,104,72,32,True,grounding_narrow_or_neutralize
24136,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,"Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Action', 'Adventure', 'Animation', 'Children', 'Crime', 'Fantasy', 'Horror', 'IMAX', 'Mystery', 'Thriller', 'War', 'Western'].",True,False,99,87,12,False,format_add_summary_prefix;grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
24584,supported_negative,overbroad_negative_claim_narrowed_to_supported_genres,"Raw V2 made a negative claim broader than the licensed genre evidence; the repair retained only ['Action', 'Horror'].",True,False,158,113,45,True,grounding_narrow_or_neutralize;remove_additional_negative_or_abstention_span
24796,supported_negative,inappropriate_abstention_despite_supported_negative_genre,"Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Action', 'Comedy', 'Crime', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller'].",True,False,98,72,26,True,format_add_summary_prefix;abstention_to_supported_negative;remove_additional_negative_or_abstention_span
25116,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,123,93,30,True,format_add_summary_prefix;remove_additional_negative_or_abstention_span
25371,supported_negative,inappropriate_abstention_despite_supported_negative_genre,"Raw V2 abstained even though deterministic repeated rating evidence supported the narrow negative genre set ['Action', 'Adventure'].",True,False,152,99,53,True,abstention_to_supported_negative;remove_additional_negative_or_abstention_span
25893,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,117,94,23,False,remove_additional_negative_or_abstention_span
25933,weak_or_ambiguous,extra_forced_negative_or_duplicate_abstention_removed,Raw V2 filled an additional negative/other-viewer slot after the one licensed negative statement; the extra span was removed.,True,False,156,111,45,True,remove_additional_negative_or_abstention_span
