user_name,user_id,model_user_id,split,word_count,preference_characteristics_and_details,attempt,custom_id
MovieLens user 2138,2138,11,train,168,"This viewer favors bold, high-stakes storytelling with a strong appetite for action, adventure, and sci‑fi concepts—especially when combined with thriller or mystery elements. They respond well to epic scope and mythic or historical settings, and enjoy kinetic pacing, moral conflict, and clear stakes. Darker tones, psychological dilemmas, conspiratorial or dystopian worlds, and genre blends that push toward suspense or philosophical questions are appealing. They like smart, stylish filmmaking with striking visuals and inventive premises (including genre-mashing and speculative tech) and appreciate films that balance spectacle with thoughtful drama. Comedic tastes skew toward witty, irreverent, or satirical humor rather than broad slapstick, and they tolerate family/animation fare when it has strong characters or clever writing. They tend to avoid straightforward lightweight romance, saccharine children’s fluff, and aimless or purely sentimental stories. Purely episodic or formulaic crowd-pleasers are less compelling unless they bring originality, tension, or thematic weight. Overall, the viewer prefers films that combine visceral excitement with intellectual or emotional depth, clear narrative drive, and a distinctive tonal edge.",0,user-2138-d6afe652db148248-a0
MovieLens user 2146,2146,12,train,168,"This viewer strongly prefers music-driven, romantic, and dramatic stories with lush, theatrical or classic cinematic styles. They favor musicals and romantic dramas—especially those with sweeping emotional arcs, operatic or stage-like presentation, and rich period or fantastical settings. Animated fantasies and family-friendly musicals with heartfelt romance and imaginative worldbuilding also rate highly. They appreciate literary adaptations, historical/period atmospheres, and films that balance spectacle with sincere character emotion rather than broad slapstick. Preferred tones range from bittersweet and romantic to whimsical and earnest; they respond to elegant visuals, romantic longing, and melodic scores. They are less enthused by lightweight, purely frothy comedies or modern jukebox pop musicals that feel gimmicky, and tend to dislike children’s franchise sequels or broadly commercial animated entries with less emotional depth. They accept occasional darker or war-themed dramas when grounded in strong character work. Overall, recommendations should lean toward romantic, theatrical, or fantastical narratives with strong music, emotional resonance, and a polished, classic or whimsical visual style rather than broad comedy or throwaway pop spectacle.",0,user-2146-6d92d9c808d6e8df-a0
MovieLens user 2147,2147,13,train,149,"Viewer favors character-driven dramas and family-friendly children’s films with warm, earnest tones and occasional musical or romantic elements. They respond positively to heartfelt, quirky period or character pieces and modest, lighthearted children’s entertainment, and show tolerance for gentle family comedy. They consistently dislike broad slapstick, crass or relentlessly zany comedies, big-budget action spectacles, and over-the-top screwball humor. Thriller-heavy, high-octane action and pulpy genre mash-ups (especially when effects-driven or hyper-violent) are generally unwelcome. Horror is acceptable when blended with humor or genre-leaning charm rather than intense dread. Fantastical or fantastical-comedic premises can work if grounded by warmth or whimsy; purely fantastical or concept-first blockbusters fare poorly. Preferred pacing favors emotional clarity, character moments, and occasional nostalgia over nonstop set pieces. Overall the taste profile leans toward sincere, modest storytelling with a soft spot for family-oriented and musically tinged dramas, while rejecting loud, abrasive comedy and spectacle-focused action/horror absent human grounding.",0,user-2147-cbe181c068505727-a0
MovieLens user 2161,2161,14,train,148,"This viewer favors thoughtful, artful cinema with strong dramatic cores: formal, often slow-burning narratives that probe identity, memory, moral complexity, and social forces. They respond well to films with existential or philosophical undercurrents, ambiguous endings, and psychological depth, as well as works that experiment with structure, montage, and visual symbolism. Preferred tones range from meditative and melancholic to darkly ironic; they appreciate restrained performances, austere craftsmanship, and moments of lyrical or surreal imagery. They also enjoy tightly plotted crime and noir stories that emphasize atmosphere, moral ambiguity, and investigative tension, plus occasional sharper satirical or absurdist comedies. Visual and documentary experimentation—essay films, striking black‑and‑white cinematography, and bold editing—appeals strongly. Less favored are straightforward crowd‑pleasing blockbusters, broad slapstick, or lightweight romances without thematic weight. Overall the viewer seeks films that challenge perception and reward patience: morally complex, stylistically ambitious pieces that balance formal daring with emotional or intellectual resonance.",0,user-2161-e2d3bd6e92a8ae96-a0
MovieLens user 2165,2165,15,train,166,"This viewer prefers intelligent, emotionally engaging dramas and high-energy genre films with strong plotting and clear stakes. They favor thoughtful science-fiction and adventurous survival stories that blend character depth with speculative concepts, plus thrillers and crime dramas with moral complexity and clever twists. They enjoy bold, stylized action and espionage fare when it emphasizes craft, choreography, or inventive premises, and they respond well to cinematic spectacle (IMAX-style visuals) alongside intimate human struggles. Comedies are welcome when irreverent, high-energy, or character-driven—broad slapstick and raunchy ensemble humor are tolerated and sometimes favored—but romantic comedies and lighter teen fare are less central. Recurring tastes include narratives about resilience, ambition, and reinvention, plus clever heists, mysteries, and morally ambiguous protagonists. They appreciate strong directorial vision, crisp pacing, and a balance of tension and emotional payoff. Dislikes: purely formulaic romantic fluff, low-stakes comedies lacking sharpness, and action without substance or character grounding. Overall the profile skews toward smart, charismatic, and often visually striking films that combine emotional weight with narrative inventiveness.",0,user-2165-ea7162df4833318b-a0
MovieLens user 2188,2188,17,train,167,"This viewer favors character-driven, emotionally resonant dramas with strong moral stakes and memorable, often complex protagonists. They repeatedly choose crime and noir-leaning stories, thrillers with clever plotting and twists, and historical or war narratives that balance spectacle with human struggle. They also enjoy smart genre blends: action or sci-fi anchored by thoughtful themes, dark humor or satire woven into crime dramas, and family-friendly animated adventures that deliver heart alongside excitement. Preferred tones range from earnest and poignant to tense and suspenseful, with an appetite for moral ambiguity, clever surprises, and cathartic resolutions. Stylistically they appreciate confident storytelling, clear directorial vision, and a mix of realism and heightened moments—epic scope is welcome when paired with strong character focus. Dislikes (by omission) include light, insubstantial fare lacking emotional core or narrative payoff; purely frivolous comedies; and stories that prioritize spectacle without meaningful character stakes. Overall, the viewer seeks films that engage intellectually and emotionally, combine genre pleasures with thematic depth, and leave a lasting impression rather than fleeting entertainment.",0,user-2188-58599c1e18417070-a0
MovieLens user 2239,2239,18,train,160,"This viewer favors warm, character-driven stories with strong romantic and comedic elements, often enjoying gentle dramas that blend humor and heart. They respond well to romantic comedies, feel-good ensemble comedies, and sentimental dramas that emphasize relationships, redemption, or personal growth. They also appreciate bold, high-energy action and thriller fare when paired with clear stakes and momentum, plus adventurous blockbusters with spirited tone. Preferred styles include witty dialogue, quirky or eccentric characters, and widescreen storytelling that can be either intimate or sweeping; they like stories that balance levity and emotion rather than relentless bleakness. Recurring themes that resonate are love and loyalty, second chances, underdog triumphs, moral courage, and family or community bonds. They tend to dislike thin or mean-spirited comedies, ponderous art-house ambiguity, and low-effort slapstick; formulaic or poorly paced thrillers and weak sequels land poorly. Overall they prefer upbeat or emotionally satisfying resolutions, distinctive voice and charm, and a mix of lightness with heartfelt drama rather than uncompromising darkness.",0,user-2239-2c48fc6ba99285a0-a0
MovieLens user 2241,2241,19,train,169,"The viewer favors serious, character-driven dramas with moral complexity, historical weight, and high emotional stakes. They respond strongly to well-crafted wartime and politically charged narratives, tense thrillers rooted in realism, and crime dramas that explore ethical ambiguity and institutional power. They like films that emphasize character development, stark moral dilemmas, and human resilience over spectacle; grounded performances, thoughtful pacing, and dramatic weight are preferred. Musical or stylized art-house pieces with strong thematic ambition also resonate when they retain emotional clarity. The viewer disfavors lightweight romantic comedies, pulpy monster spectacles, and gratuitous horror lacking psychological depth. They are less engaged by broadly comedic fare and by horror or romance that leans on clichés rather than character or historical context. Stylistically, they prefer sober, earnest storytelling, often with a somber or tense tone, realistic production values, and narratives that reward reflection. Strongly favored are films that combine intimate personal stories with larger social, political, or historical backdrops; they appreciate moral complexity, rigorous direction, and performances that carry emotional and ethical weight.",0,user-2241-8798d5f4e2a24f3e-a0
MovieLens user 2251,2251,20,train,171,"This viewer favors warm, character-driven stories with a strong streak of humor and romantic or sentimental heart. They frequently choose family-friendly adventure and animation with imaginative, whimsical tones, and respond well to musicals or light fantasy that balance wonder with accessible comedy. Adult comedies with sharp dialogue, quirky characters, and romantic plots also rate highly, especially when humor integrates with genuine emotional stakes. They appreciate dramatic films that blend introspection and relationships, including romantic dramas and character studies grounded in realism. In contrast, straightforward action-heavy fare, high-octane blockbusters, and formulaic thrillers hold less appeal unless anchored by distinctive characters or a novel premise. Science-fiction and mystery elements are acceptable when they serve character complexity or inventive concepts rather than relentless spectacle. They like occasional darker, suspenseful dramas when psychological tension and moral ambiguity are central. Overall, preferences skew toward films that combine humor and heart, strong interpersonal dynamics, and imaginative settings; they tend to avoid movies driven primarily by violence, pure spectacle, or generic genre tropes without emotional or comedic payoff.",0,user-2251-9c3c1740ccd73fa4-a0
MovieLens user 2268,2268,21,validation,135,"The viewer favors character-driven comedies and accessible dramas with emotional heart and occasional sentimental or family-friendly themes. They respond well to workplace/ensemble humor, light romance, and coming-of-age or relationship-focused stories, especially when grounded in relatable characters rather than broad slapstick. They enjoy some offbeat or cult-leaning fantasy and whimsical adventure when it balances fun and charm rather than heavy spectacle. They show interest in earnest dramatic arcs and socially conscious or uplifting drama. The viewer tends to dislike bombastic action spectacles, pulpy or poorly executed genre mash-ups, and lowbrow gross-out comedy. Graphic or intense horror and high-concept sci-fi that emphasizes gimmickry over character beats are generally less appealing. Overall they prefer films with clear emotional stakes, witty or smart humor, and modest tone shifts rather than extremes of nihilism, gratuitous violence, or frenetic blockbuster excess.",0,user-2268-545d2db4ac6487b9-a0
MovieLens user 2273,2273,22,train,162,"This viewer favors energetic, plot-driven entertainment with a strong taste for action-adventure and adventurous science fiction blended with accessible thrills. They respond well to sweeping, high-concept premises, pulpy or classic adventure beats, and stories that mix spectacle with clear stakes. They appreciate competent mystery elements and occasional crime or drama threads when paired with tense pacing and confident execution. A warm spot exists for light, well-crafted comedies and family-friendly, whimsical fare—especially older, character-driven comedies with upbeat tones. They tend to enjoy heroic fantasy or mythic adventure when grounded by earnestness rather than camp. The viewer dislikes grim, overly bleak horror and self-serious dark sci-fi, and they’re turned off by excessive melodrama, muddled plotting, or attempts at slick, hyper-stylized blockbusting that feel hollow. Broad slapstick or low-effort action-comedy can be hit-or-miss: clever, character-led humor scores; gratuitous gimmicks and jarring tonal shifts do not. Overall, they prefer confident, well-paced storytelling that balances spectacle with clear character motivation and a lighter moral or emotional core.",0,user-2273-4cfb33f8678a4c87-a0
MovieLens user 2277,2277,23,train,164,"The viewer strongly favors high-energy, plot-driven genre films—especially action and science fiction with adventurous or fantastical settings. They respond well to kinetic pacing, clear stakes, and spectacle (large-scale battles, set-pieces, or imaginative worldbuilding) delivered with confident visual style and often IMAX-level production values. They also appreciates darker, grittier thrillers and action films that foreground tight choreography, tactical combat, or survival tension, and they show a taste for genre blends that introduce horror or supernatural elements into action/SF frameworks. Conversational romantic comedies, quieter domestic dramas, and broadly sentimental tone generally register poorly. They are selective about comic-book/gritty superhero fare, preferring sharper concept or execution over franchise melodrama. Character-driven epics with mythic or quest qualities and ensemble adventure dynamics are appealing when paired with strong world logic. They like smart, idea-forward SF that balances spectacle with coherent mystery or high-concept hooks. Overall, the profile favors adrenaline, immersive worlds, and genre intensity rather than light rom-coms, diffuse melodrama, or films that trade action clarity for blockbuster excess.",0,user-2277-5446d4f2e44bfedb-a0
MovieLens user 2283,2283,24,train,161,"The viewer favors serious, grounded stories with strong dramatic stakes, especially war, historical, and gritty crime dramas, and intense action-thrillers with moral complexity and realistic violence. They appreciate disciplined, character-driven narratives and films that emphasize atmosphere, tension, and human endurance over broad spectacle. Science-fiction is welcome when it leans toward thoughtful, cerebral themes or adventurous worldbuilding rather than blockbuster franchise excess. They enjoy sharp, dry or dark comedy when it satirizes institutions or human folly, and they have a strong appetite for high-quality documentaries and nature/science programming that are immersive and informative. The viewer generally dislikes lightweight teen or gross-out comedies, glitzy superhero/MCU-style tentpoles, and flashy franchise sequels that prioritize spectacle over substance. They prefer restrained, craft-focused directing, morally ambiguous protagonists, and stories that balance action with emotional or intellectual weight. Tone preferences skew toward serious, tense, sometimes bleak or sardonic, with occasional appreciation for good absurdist or satirical humor; they tend to avoid broad romantic comedies and formulaic action-adventure fluff.",0,user-2283-4bbb0a9b69185162-a0
MovieLens user 2286,2286,25,train,169,"The viewer favors bold, classic storytelling that balances spectacle with character-driven stakes. They consistently enjoy adventure and action anchored by clear moral or emotional throughlines, and they respond well to sweeping, epic canvases as much as tight, high-stakes crime and thriller plots. Science fiction and fantasy appeal when they deliver imaginative worldbuilding and sense of wonder without sacrificing coherence. Comedy and musical elements are appreciated when they are energetic, witty, or warmly nostalgic; family-oriented animation and children’s adventure with playful humor and heartfelt themes also register strongly. Preferred tones range from sincere and inspirational to gritty and suspenseful, and the viewer tolerates—and even seeks—intense, unsettling moments in service of catharsis. They like ensemble dynamics and stories that blend genres (action with drama, crime with thriller) and favor confident, purposeful pacing. Dislikes are implied for stories that are aimless, emotionally flat, or indulgently slow; dry proceduralism without character payoff is less appealing. Overall, they favor films that are entertaining and emotionally resonant, combining craft, lively tone, and clear narrative momentum.",0,user-2286-edcfb74d206f1f7f-a0
MovieLens user 2296,2296,26,train,172,"The viewer favors intelligent, tightly plotted dramas and thrillers with strong psychological or moral stakes, showing a clear preference for complex narratives, mystery elements, and suspenseful tension. They appreciate thoughtful science fiction that blends emotional depth with speculative concepts and visual scope. Crime and noir-tinged stories with moral ambiguity and procedural or investigative drive are especially appealing. They enjoy animated family films when they balance heart and humor, but generally prefer smarter, emotionally resonant animation over broad slapstick. Action and blockbuster spectacles are tolerated when paired with grounded characters or inventive premises, but straight superhero fare and formulaic action-adventure show less appeal. Tone preferences lean toward serious, introspective, and suspenseful moods, with occasional openness to witty or irreverent humor when it complements character and plot. They dislike lightweight, purely spectacle-driven entries lacking narrative or emotional weight, and are less drawn to repetitive franchise formulas and juvenile comic relief. Overall, the viewer seeks films that combine intellectual engagement, emotional resonance, and narrative craft, favoring suspense, moral complexity, and speculative ideas over empty thrills.",0,user-2296-2d3f16db7ae2603a-a0
MovieLens user 2306,2306,27,train,175,"The viewer favors grounded, character-driven dramas and adventures with strong moral stakes, emotional depth, and occasional epic scope. They consistently enjoy crime and mystery narratives that emphasize tension, clever plotting, and moral ambiguity, plus thrillers with psychological bite. Comedies are appreciated when they blend sharp wit with humane character moments or darkly comic crime elements; broad slapstick and lowbrow farce are generally disliked. Romantic subplots and coming‑of‑age themes work well when anchored in real emotion rather than glossy sentimentality. The viewer responds to films that balance spectacle or action with thoughtful pacing and historical or cultural texture, and they like documentaries and realist pieces that offer insight into real lives. Preferred tones range from earnest and reflective to darkly ironic; they favor smart, literate dialogue and memorable character performances over gimmicky effects or gimmick-driven premises. Avoidances include lightweight teen‑bait comedies, overdone gross-out humor, and high-concept sci‑fi/comedy blends that sacrifice character for conceit. Overall, the profile points to a taste for substance, moral complexity, and storytelling craft across drama, crime, mystery, adventure, and selectively offbeat comedy.",0,user-2306-8dff3479b8e92d5b-a0
MovieLens user 2331,2331,28,train,157,"The viewer prefers character-driven dramas with emotional depth, often favoring intimate, human stories about relationships, personal growth, and moral complexity. They respond well to thoughtful romantic dramas and bittersweet comedies that blend warmth and melancholy, enjoying gentle whimsy and inventive, melancholic storytelling. They show strong interest in grounded, social-realist or coming-of-age narratives and appreciate films that explore grief, family dynamics, and cultural nuance. Crime dramas and mysteries are acceptable when they emphasize character and psychological stakes rather than spectacle. The viewer tends to dislike broad, franchise-style action/adventure, bombastic blockbusters, and high-concept spectacle that prioritize effects over character. They are also less engaged by overtly violent or sensational thrillers and by slapstick or crude horror-comedy mashups. Stylistically they favor measured pacing, subtle direction, and films with emotional resonance or poetic visual touches rather than flashy editing or relentless plot churn. Overall, they seek intelligent, humane cinema with emotional authenticity, well-drawn characters, and a balance of warmth and gravity.",0,user-2331-5d372a0d17e5ce9f-a0
MovieLens user 2342,2342,29,train,161,"This viewer favors warm, human-centered stories with strong emotional cores—domestic dramas, character-driven romances, and intelligent comedies. They respond well to films that balance heart and humor, often enjoying gentle romantic threads, ensemble or family dynamics, and bittersweet coming-of-age or life-reflection narratives. Period pieces, refined social comedies, and food- or community-centered dramas also appeal, as do stories with moral complexity delivered through intimate personal conflict rather than pulpy spectacle. Stylistically they prefer grounded, performance-led filmmaking: clear storytelling, literate dialogue, and restrained direction that foregrounds character psychology and relationships. They tend to avoid puzzle-driven or relentlessly dark thrillers and high-concept suspense that prioritize gimmick over empathy. Big-action blockbusters and broad slapstick fare are lower on their list unless anchored by strong character work. Tonally they like warmth, wit, and poignancy—films that can be funny and humane while still addressing loss, duty, or social issues with sensitivity. Overall their taste skews toward humane, thoughtfully told stories with emotional resonance and a light-to-moderate comic touch.",0,user-2342-46c77565f2dececb-a0
MovieLens user 2388,2388,31,test,154,"This viewer favors bold, plot-driven entertainment with an appetite for large-scale adventure and imaginative worldbuilding. They consistently enjoy action-adventure and fantasy that blend spectacle with clear stakes, and respond well to heroic quests, epic settings, and inventive genre hybrids (sci‑fi/fantasy, action/comedy). They also appreciate smart, stylistic crime and drama that lean toward dark humor, moral ambiguity, and strong directorial voice — films that are formally assured, narratively twisty, or tonally idiosyncratic. Emotional, character-centered dramas and quirky romances with visual flair rank highly when they combine humanity with distinctive aesthetics. The viewer tends to dislike uneven franchise entries, muddled plotting, or blockbuster excess without coherent storytelling; they’re less enthused by purely formulaic or shallow comedies and certain mainstream sci‑fi that sacrifices character for spectacle. Preferred tones range from whimsical and adventurous to tense, mysterious, and morally complex; favored styles emphasize crafted visuals, confident pacing, and inventive premises rather than dull realism or repetitive franchise beats.",0,user-2388-a42a6a798dd63cb1-a0
MovieLens user 2399,2399,32,train,160,"This viewer favors smart, often darker dramas and genre films with strong narrative ambition and moral complexity. They respond well to crime and thriller stories with psychological edge, gritty realism, or clever twists, and to sweeping action-adventure and sci‑fi that balance spectacle with character stakes. Darkly comic, absurdist, or subversive comedies also appeal—especially those with sharp dialogue or satirical bite—alongside offbeat, romantic-tinged dramas and quirky coming‑of‑age blends. They enjoy stylized or auteur-driven films that take risks in tone and theme, plus nostalgic or mythic adventure/fantasy that blends humor and heart. Less appealing are straight camp, cheap slapstick, formulaic studio blockbusters that prioritize effects over substance, and low-quality franchise sequels. They show mixed tolerance for horror: inventive or tonal horror is acceptable, while repetitive or one-note genre entries are disliked. Overall preferences lean toward films that reward attention with layered themes, complex characters, moral ambiguity, and distinct directorial voice, tempered by an appreciation for well‑executed wit, emotional sincerity, and adventurous storytelling.",0,user-2399-6cebfe16584203aa-a0
MovieLens user 2418,2418,33,train,164,"The viewer favors intelligent, idea-driven films with strong moral or emotional cores and complex plotting. They consistently prefer thoughtful sci‑fi, crime/thriller, and dramatic war or social‑justice stories that explore ethical dilemmas, ambiguity, and human consequence. They like cerebral style—clever twists, tight pacing, and high-concept premises—alongside grounded performances and narrative weight. Tone preferences lean toward serious, occasionally dark or tense material, though they appreciate dry, clever or absurdist humor when it serves character and theme. They enjoy character-focused dramas and documentaries that confront injustice or human resilience. Conversely, they dislike broad, flashy blockbusters built on spectacle, superficial romance, or slapstick/action-comedy hybrids; lightweight family animation and glossy, formulaic superhero fare score poorly. They are skeptical of films that prioritize gimmicks, shallow humor, or hollow star-driven charisma over substance. Overall this viewer prefers films that challenge them intellectually or emotionally, reward attention with moral complexity or narrative payoff, and balance stylistic ambition with substantive themes rather than relying primarily on special effects or broad comedic set pieces.",0,user-2418-db221b598973071f-a0
